# The 2MASS Redshift Survey
# Huchra et al., ApJS, in press
#
# http://tdc-www.harvard.edu/2mrs/
# catalog version 2.4, 2011 Dec 16
# maintained by Lucas Macri, lmacri@tamu.edu
#
# Galaxies within our survey boundaries without a measured redshift. Please observe them and let us know! Thanks!
#
#ID               RAdeg     DECdeg      l         b       k_c    h_c    j_c    k_tc   h_tc   j_tc  e_k   e_h   e_j   e_kt  e_ht  e_jt  e_bv r_iso r_ext  b/a  flgs  type  ts
03375371+1651273  54.47387  16.85754 170.33649 -30.30198 11.712 12.063 12.757 11.626 11.844 12.543 0.066 0.034 0.032 0.068 0.035 0.035 0.174 1.093 1.351 0.680 0000 98    NN
08244259-5620099 126.17760 -56.33602 271.73975 -10.61653 11.712 12.137 12.889 11.529 12.124 12.848 0.094 0.076 0.067 0.092 0.100 0.091 0.350 1.190 1.427 0.880 0113 98    NN
13201540-8322077 200.06398 -83.36873 303.81812 -20.54658 11.712 12.023 12.726 11.650 11.966 12.570 0.060 0.042 0.035 0.062 0.049 0.040 0.257 0.944 1.195 0.880 0000 98    NN
19340875+0158380 293.53644   1.97730  39.61850  -8.57222 11.712 11.965 12.640 11.573 11.821 12.480 0.084 0.066 0.060 0.086 0.075 0.072 0.492 1.064 1.330 0.880 0333 98    NN
19560725+0139030 299.03024   1.65095  41.96247 -13.56927 11.712 12.009 12.791 11.493 11.834 12.567 0.074 0.046 0.043 0.082 0.060 0.058 0.169 1.093 1.462 0.900 0000 98    NN
21380590+2706556 324.52460  27.11539  78.38143 -18.58934 11.712 12.107 12.868 11.606 11.931 12.658 0.059 0.053 0.042 0.060 0.057 0.046 0.126 1.199 1.435 0.480 0000 98    NN
22522047+1619037 343.08524  16.31770  85.82082 -37.82603 11.712 12.082 12.809 11.419 11.585 12.114 0.081 0.069 0.046 0.081 0.065 0.048 0.089 1.207 1.523 0.880 0044 98    NN
04383307+5542516  69.63793  55.71437 151.20822   5.85878 11.713 11.897 12.578 11.416 11.761 12.154 0.060 0.047 0.044 0.077 0.079 0.060 0.698 1.017 1.462 0.900 0333 98    NN
04504506+2451509  72.68781  24.86424 176.35049 -12.36337 11.713 11.856 12.548 11.617 11.708 12.445 0.051 0.045 0.039 0.055 0.050 0.050 0.892 1.097 1.353 0.500 0000 98    NN
05292370+7644474  82.34859  76.74652 136.30923  21.86057 11.713 12.088 12.780 11.590 11.985 12.666 0.064 0.066 0.044 0.063 0.076 0.051 0.164 1.303 1.510 0.280 0000 98    NN
05504348+1027466  87.68124  10.46293 196.54880  -8.41472 11.713 11.989 12.578 11.607 11.916 12.521 0.059 0.047 0.036 0.061 0.056 0.046 0.515 0.968 1.246 0.920 0000 98    NN
05533064+4425571  88.37773  44.43264 167.39455   9.22417 11.713 11.983 12.727 11.379 11.636 12.237 0.060 0.041 0.038 0.076 0.057 0.051 0.302 1.090 1.523 0.740 0333 98    NN
08160006-2127157 124.00018 -21.45438 241.80067   7.58292 11.713 12.054 12.733 11.590 11.857 12.517 0.084 0.062 0.050 0.085 0.067 0.056 0.131 1.057 1.328 0.680 0333 98    NN
13322426-5716077 203.10100 -57.26891 308.47107   5.16162 11.713 12.031 12.784 11.582 11.883 12.613 0.110 0.093 0.102 0.113 0.108 0.124 0.791 1.210 1.443 0.320 0000 98    NN
14465097-6530242 221.71240 -65.50679 314.52219  -5.26587 11.713 11.987 12.681 11.524 11.946 12.509 0.115 0.086 0.096 0.116 0.111 0.119 0.570 1.083 1.355 0.920 0111 98    NN
19051339+2205512 286.30582  22.09761  54.21072   7.00560 11.713 12.029 12.830 11.412 11.695 12.829 0.094 0.095 0.111 0.107 0.121 0.209 0.948 1.093 1.466 0.760 0111 98    NN
03495838+4128017  57.49335  41.46720 155.24106  -9.94033 11.714 12.040 12.699 11.655 11.982 12.575 0.064 0.052 0.039 0.069 0.065 0.048 0.522 1.170 1.410 0.440 0333 98    NN
07132688+2505097 108.36203  25.08608 192.39406  15.70115 11.714 12.079 12.801 11.551 12.057 12.700 0.065 0.046 0.037 0.062 0.056 0.046 0.079 1.344 1.548 0.360 0000 98    NN
07363492-3859464 114.14545 -38.99630 252.48221  -8.71789 11.714 11.847 12.537 11.332 11.430 12.104 0.092 0.052 0.045 0.127 0.076 0.069 0.422 1.076 1.549 0.900 0033 98    NN
08052295-1252376 121.34563 -12.87721 233.08406   9.98991 11.714 11.954 12.653 11.617 11.743 12.424 0.072 0.056 0.040 0.072 0.056 0.045 0.082 1.188 1.427 0.380 0000 98    NN
16035226-6204432 240.96764 -62.07869 323.49960  -7.15946 11.714 12.020 12.693 11.602 11.953 12.636 0.115 0.086 0.085 0.117 0.103 0.108 0.282 1.149 1.379 0.780 0212 98    NN
12125915-5656505 183.24660 -56.94744 297.68176   5.53184 11.715 12.027 12.676 11.587 11.831 12.621 0.091 0.065 0.065 0.091 0.069 0.082 0.389 1.068 1.315 0.720 0112 98    NN
13130689-5629119 198.27870 -56.48667 305.93887   6.25848 11.715 11.846 12.587 11.384 11.592 12.248 0.101 0.068 0.072 0.116 0.091 0.098 0.637 1.114 1.516 0.660 0000 98    NN
15172831-4805030 229.36803 -48.08413 326.59238   7.96502 11.715 11.976 12.618 11.335 11.619 12.193 0.081 0.064 0.059 0.107 0.097 0.089 0.440 1.086 1.563 0.740 0333 98    NN
15323617-4345448 233.15068 -43.76243 331.24869  10.07216 11.715 12.024 12.673 11.513 11.775 12.291 0.094 0.076 0.057 0.094 0.082 0.058 0.233 1.140 1.435 0.600 0000 98    NN
04191827+3623151  64.82619  36.38756 162.98882  -9.84095 11.716 12.022 12.624 11.597 11.917 12.469 0.091 0.072 0.058 0.094 0.085 0.068 0.558 1.283 1.501 0.440 0333 98    NN
04404770+2739466  70.19888  27.66309 172.68614 -12.33867 11.716 12.202 12.720 11.662 12.099 12.633 0.052 0.041 0.035 0.057 0.051 0.045 0.747 0.924 1.213 0.900 0000 98    NN
08100245-2132346 122.51033 -21.54299 241.11882   6.36994 11.716 12.078 12.803 11.557 12.053 12.572 0.074 0.058 0.053 0.073 0.073 0.059 0.126 1.134 1.402 0.660 0333 98    NN
21504406+4159299 327.68372  41.99162  90.64558  -9.27843 11.716 11.791 12.329 11.505 11.459 12.075 0.108 0.064 0.050 0.104 0.059 0.052 0.376 1.196 1.430 0.960 0333 98    NN
03225476+1209218  50.72816  12.15605 170.98589 -36.21389 11.717 11.998 12.600 11.615 11.915 12.507 0.059 0.038 0.034 0.071 0.047 0.043 0.686 1.029 1.315 0.640 0000 98    NN
05042221+5318452  76.09261  53.31257 155.46112   7.24954 11.717 12.018 12.792 11.625 11.980 12.712 0.054 0.050 0.042 0.057 0.062 0.055 0.516 1.248 1.470 0.320 0003 98    NN
05414837+1433041  85.45152  14.55112 191.87181  -8.23050 11.717 11.961 12.612 11.604 11.936 12.460 0.049 0.037 0.030 0.052 0.047 0.036 0.461 0.964 1.274 0.740 0333 98    NN
07245556-2933497 111.23161 -29.56377 242.93343  -6.44592 11.717 12.017 12.780 11.571 11.932 12.675 0.074 0.050 0.046 0.074 0.058 0.057 0.286 1.127 1.395 0.480 0000 98    NN
07500033-1451582 117.50131 -14.86624 232.89836   5.76502 11.717 11.933 12.592 11.591 11.835 12.344 0.081 0.045 0.035 0.083 0.052 0.038 0.146 1.037 1.329 0.660 0555 98    NN
09424849-6504233 145.70190 -65.07312 284.69299  -9.11681 11.717 12.018 12.633 11.616 11.851 12.408 0.063 0.037 0.036 0.065 0.040 0.039 0.297 1.004 1.269 0.800 0333 98    NN
12504917-2301490 192.70486 -23.03025 302.74655  39.84125 11.717 11.992 12.721 11.624 11.738 12.478 0.070 0.049 0.039 0.072 0.049 0.041 0.093 1.045 1.322 0.780 0000 98    NN
20235332-0939332 305.97208  -9.65930  34.64536 -24.89204 11.717 12.049 12.764 11.495 11.988 12.518 0.082 0.064 0.043 0.084 0.085 0.052 0.078 1.124 1.452 0.800 0000 98    NN
00325945-7812529   8.24784 -78.21467 304.14053 -38.87023 11.718 12.046 12.849 11.349 11.007 12.208 0.084 0.063 0.048 0.114 0.052 0.061 0.070 1.100 1.564 0.480 0000 98    NN
04385345+5544495  69.72290  55.74710 151.21545   5.91631 11.718 11.914 12.628 11.481 11.610 12.296 0.075 0.060 0.057 0.075 0.063 0.063 0.696 1.176 1.446 0.540 0333 98    NN
07472995-4200280 116.87488 -42.00782 256.15994  -8.33735 11.718 11.948 12.665 11.633 11.788 12.361 0.067 0.047 0.042 0.071 0.052 0.044 0.337 1.013 1.294 0.500 0000 98    NN
16135028-6037225 243.45943 -60.62285 325.37955  -6.90544 11.718 11.869 12.497 11.684 11.545 12.185 0.072 0.057 0.053 0.078 0.052 0.053 0.211 1.100 1.363 0.440 0333 98    NN
16362301-6536485 249.09607 -65.61345 323.49045 -12.18535 11.718 11.990 12.670 11.513 11.610 12.211 0.080 0.061 0.049 0.105 0.075 0.059 0.101 1.037 1.471 0.680 0000 98    NN
05455073+0219380  86.46133   2.32716 203.17874 -13.44604 11.719 12.060 12.912 11.664 11.892 12.813 0.048 0.039 0.039 0.052 0.043 0.050 0.522 0.982 1.261 0.520 0000 98    NN
07344023-4100316 113.66772 -41.00874 254.11533  -9.97773 11.719 11.994 12.797 11.550 11.910 12.765 0.086 0.055 0.053 0.086 0.066 0.073 0.574 1.233 1.477 0.320 0333 98    NN
07483171-5740309 117.13214 -57.67531 270.39200 -15.54504 11.719 12.048 12.761 11.573 12.020 12.740 0.077 0.055 0.049 0.077 0.069 0.069 0.250 1.127 1.377 0.680 0000 98    NN
09064903-3409436 136.70439 -34.16213 258.86118   8.86441 11.719 12.006 12.686 11.212 11.585 12.591 0.092 0.055 0.054 0.120 0.088 0.122 0.345 1.155 1.617 0.940 0000 98    NN
11120285-2218127 168.01195 -22.30343 274.58408  35.03876 11.719 12.100 12.799 11.167 11.816 12.462 0.081 0.072 0.050 0.104 0.135 0.094 0.050 1.164 1.642 0.820 0000 98    NN
21513240+2111461 327.88501  21.19614  76.30311 -24.96948 11.720 12.034 12.781 11.364 11.678 12.311 0.058 0.041 0.036 0.080 0.063 0.054 0.106 1.049 1.527 0.960 0000 98    NN
05405756+0341524  85.23980   3.69791 201.33745 -13.85267 11.721 12.007 12.764 11.587 11.758 12.650 0.076 0.060 0.056 0.078 0.060 0.069 0.526 1.294 1.507 0.260 0000 98    NN
06085974-6304229  92.24902 -63.07302 272.42624 -28.73498 11.721 12.021 12.733 11.515 11.755 12.579 0.087 0.058 0.044 0.085 0.058 0.052 0.056 1.215 1.487 0.640 0000 98    NN
08095686-1812076 122.48699 -18.20216 238.26103   8.13785 11.721 12.131 12.829 11.504 12.057 12.488 0.078 0.063 0.056 0.080 0.084 0.061 0.111 1.176 1.493 0.460 0000 98    NN
14345878-5302154 218.74501 -53.03758 318.25888   6.72510 11.721 11.732 12.395 11.600 11.443 11.986 0.103 0.062 0.062 0.115 0.063 0.062 0.575 1.146 1.449 0.520 0222 98    NN
19292589+0153023 292.35791   1.88405  38.98125  -7.57326 11.721 12.032 12.693 11.507 11.704 12.427 0.106 0.081 0.073 0.104 0.081 0.082 0.341 1.170 1.440 0.720 0222 98    NN
20191080+4604085 304.79492  46.06900  82.64162   5.60843 11.721 11.916 12.613 11.625 11.750 12.585 0.083 0.069 0.068 0.090 0.080 0.094 0.886 1.230 1.463 0.320 0313 98    NN
20410405+3000246 310.26694  30.00693  72.12563  -7.28021 11.721 12.077 12.878 11.630 11.921 12.698 0.065 0.057 0.055 0.067 0.063 0.064 0.504 1.009 1.240 0.760 0000 98    NN
07480882-1430025 117.03683 -14.50074 232.35460   5.55845 11.722 12.018 12.721 11.669 11.970 12.475 0.069 0.041 0.035 0.072 0.048 0.041 0.160 1.130 1.379 0.480 0333 98    NN
12204331-3855267 185.18034 -38.92417 296.41995  23.55887 11.722 12.056 12.848 11.625 11.869 12.665 0.052 0.029 0.030 0.052 0.031 0.033 0.082 1.111 1.365 0.340 0333 98    NN
14413057-5222137 220.37732 -52.37052 319.44119   6.93726 11.722 12.068 12.738 11.612 11.855 12.461 0.085 0.065 0.067 0.091 0.072 0.074 0.634 1.068 1.335 0.560 0333 98    NN
22314656+5017245 337.94403  50.29014 101.33044  -6.63106 11.722 12.082 12.737 11.597 11.960 12.409 0.078 0.059 0.051 0.080 0.068 0.051 0.236 1.076 1.338 0.760 0333 98    NN
03234193+5043254  50.92470  50.72374 146.00659  -5.19827 11.723 11.915 12.727 11.633 11.718 12.600 0.068 0.061 0.057 0.071 0.066 0.070 0.755 1.340 1.559 0.200 0111 98    NN
06340132+2130095  98.50546  21.50273 191.80756   5.98544 11.723 12.068 12.776 11.599 11.895 12.556 0.071 0.052 0.044 0.071 0.057 0.049 0.245 1.164 1.404 0.620 0333 98    NN
07385499-3833501 114.72907 -38.56388 252.31422  -8.11261 11.723 11.868 12.561 11.296 11.397 12.089 0.099 0.057 0.052 0.124 0.074 0.073 0.476 1.215 1.660 0.560 0000 98    NN
16024677-6222172 240.69501 -62.37136 323.20752  -7.29302 11.723 12.003 12.717 11.295 11.482 12.003 0.118 0.087 0.087 0.166 0.125 0.111 0.264 1.152 1.628 0.720 0133 98    NN
04514889+6404404  72.95367  64.07787 145.76918  12.48208 11.724 11.979 12.663 11.442 11.700 12.404 0.065 0.051 0.044 0.076 0.067 0.062 0.544 1.076 1.465 0.900 0000 98    NN
09303936-3957370 142.66403 -39.96035 266.41718   8.27034 11.724 12.091 12.805 11.510 11.826 12.600 0.086 0.062 0.060 0.086 0.068 0.073 0.445 1.185 1.473 0.480 0333 98    NN
13224883-5629132 200.70328 -56.48709 307.27805   6.11968 11.724 11.841 12.378 11.684 11.417 12.165 0.071 0.049 0.043 0.101 0.054 0.061 0.772 0.982 1.428 0.380 0333 98    NN
04304237+6347222  67.67670  63.78959 144.47237  10.52202 11.725 12.729 14.016 11.700 12.729 13.977 0.035 0.052 0.075 0.059 0.044 0.132 0.871 0.806 1.073 1.000 0113 98    NN
18033925-4352450 270.91342 -43.87910 348.76752 -10.56045 11.725 12.102 12.679 11.473 11.796 12.440 0.091 0.085 0.068 0.092 0.092 0.081 0.119 1.233 1.543 0.520 0331 98    NN
21383632+4437502 324.65131  44.63062  90.69954  -5.83948 11.725 12.004 12.686 11.584 11.919 12.580 0.079 0.065 0.056 0.080 0.078 0.070 0.524 1.182 1.422 0.440 0000 98    NN
03240731+6526265  51.03052  65.44075 137.93446   7.11855 11.726 11.958 12.573 11.569 11.847 12.419 0.068 0.061 0.053 0.071 0.076 0.066 0.991 1.068 1.316 0.820 0111 98    NN
07581208-1010502 119.55039 -10.18062 229.81900   9.84551 11.726 12.228 12.752 11.309 11.901 12.441 0.108 0.081 0.054 0.124 0.117 0.081 0.129 1.281 1.673 0.540 0113 98    NN
09574119-4330074 149.42165 -43.50207 272.61279   8.90860 11.726 12.000 12.728 11.644 11.831 12.532 0.068 0.045 0.043 0.071 0.049 0.048 0.267 1.013 1.275 0.840 0000 98    NN
20170396+5017582 304.26660  50.29955  85.99680   8.24089 11.726 12.067 12.791 11.582 11.727 12.571 0.063 0.052 0.046 0.063 0.050 0.052 0.327 1.093 1.354 0.560 0000 98    NN
04342128+3020432  68.58875  30.34537 169.66750 -11.66130 11.727 12.005 12.677 11.589 11.689 12.400 0.063 0.053 0.043 0.066 0.053 0.048 0.648 1.041 1.318 0.860 0333 98    NN
05581510+0931460  89.56303   9.52950 198.28909  -7.25997 11.727 12.043 12.701 11.669 11.885 12.530 0.087 0.054 0.050 0.093 0.059 0.057 0.436 1.068 1.291 0.760 0333 98    NN
06492362-3301474 102.34838 -33.02988 242.81279 -14.78552 11.727 12.091 12.706 11.384 11.549 12.219 0.086 0.061 0.042 0.105 0.070 0.052 0.143 1.121 1.537 0.860 0000 98    NN
07301425-4656061 112.55949 -46.93503 259.16464 -13.34063 11.727 12.064 12.805 11.498 11.818 12.597 0.079 0.052 0.057 0.084 0.063 0.075 0.559 1.090 1.426 0.900 0000 98    NN
18564184-1650325 284.17426 -16.84236  18.40989  -8.72312 11.727 11.926 12.626 11.547 11.702 12.418 0.089 0.068 0.067 0.090 0.073 0.077 0.265 1.079 1.376 0.740 0333 98    NN
20164015+0212569 304.16739   2.21586  45.05572 -17.79003 11.727 11.993 12.692 11.637 11.919 12.494 0.071 0.055 0.041 0.074 0.065 0.046 0.159 1.049 1.320 0.740 0000 98    NN
20395340+5554535 309.97244  55.91473  92.62874   8.64644 11.727 11.877 12.508 11.605 11.585 12.162 0.077 0.043 0.044 0.080 0.042 0.044 0.701 0.996 1.265 0.820 0333 98    NN
04550393+3350293  73.76638  33.84150 169.80658  -6.05524 11.728 12.002 12.508 11.394 11.646 12.015 0.073 0.059 0.048 0.074 0.066 0.050 0.730 1.262 1.576 0.600 0111 98    NN
06374115-2911479  99.42143 -29.19679 238.14462 -15.60622 11.728 12.031 12.678 11.597 11.976 12.546 0.069 0.046 0.036 0.068 0.055 0.042 0.063 1.097 1.358 0.600 0000 98    NN
08133774-2059470 123.40730 -20.99639 241.10977   7.36862 11.728 12.028 12.720 11.617 11.686 12.488 0.083 0.061 0.046 0.084 0.056 0.050 0.146 1.104 1.360 0.700 0333 98    NN
12050136+5404013 181.25563  54.06713 137.36879  61.74106 11.728 12.127 12.879 11.623 11.871 12.600 0.058 0.050 0.037 0.060 0.052 0.040 0.018 1.093 1.355 0.800 0333 98    NN
15222310-4350232 230.59622 -43.83972 329.66281  11.05933 11.728 12.032 12.765 11.540 11.816 12.543 0.074 0.054 0.044 0.080 0.064 0.055 0.150 1.057 1.416 0.820 0133 98    NN
16523424-1959028 253.14262 -19.98429   0.60092  14.99755 11.728 11.907 12.539 11.238 11.745 12.434 0.076 0.056 0.041 0.085 0.094 0.076 0.460 1.033 1.509 0.800 0333 98    NN
04204890+3621094  65.20380  36.35265 163.23036  -9.64861 11.729 11.953 12.639 11.574 11.768 12.405 0.056 0.049 0.039 0.061 0.057 0.046 0.605 0.987 1.317 0.880 0111 98    NN
05570511+4218366  89.27119  42.31020 169.59229   8.76111 11.729 12.138 12.959 11.642 12.093 12.848 0.047 0.035 0.035 0.049 0.043 0.044 0.326 1.114 1.365 0.520 0000 98    NN
09275064-5906265 141.96094 -59.10743 279.31799  -5.91769 11.729 12.071 12.751 11.636 12.017 12.624 0.068 0.051 0.051 0.070 0.063 0.061 0.444 1.013 1.273 0.740 0333 98    NN
15142183-4823494 228.59105 -48.39701 325.98184   7.97377 11.729 11.981 12.684 11.528 11.820 12.572 0.079 0.062 0.060 0.082 0.075 0.081 0.485 1.137 1.457 0.500 0333 98    NN
03050558+4403167  46.27523  44.05528 146.84860 -12.52263 11.730 12.063 12.801 11.663 11.925 12.621 0.059 0.044 0.041 0.065 0.052 0.050 0.246 1.250 1.471 0.420 0000 98    NN
03563152+1817111  59.13124  18.28640 172.79546 -26.17109 11.730 12.043 12.703 11.619 11.883 12.544 0.051 0.037 0.032 0.054 0.042 0.038 0.363 1.004 1.312 0.760 0000 98    NN
18115211-3925095 272.96716 -39.41934 353.50803  -9.87088 11.730 11.984 12.696 11.549 11.882 12.415 0.078 0.069 0.060 0.085 0.088 0.069 0.119 1.049 1.400 0.640 0222 98    NN
19184295+0145276 289.67902   1.75772  37.62172  -5.25802 11.730 11.927 12.636 11.593 11.878 12.467 0.096 0.072 0.080 0.097 0.086 0.092 0.509 1.176 1.418 0.520 0313 98    NN
03293124+4930223  52.38017  49.50616 147.46829  -5.68413 11.731 12.026 12.739 11.570 11.862 12.571 0.062 0.054 0.049 0.061 0.060 0.058 0.469 1.236 1.465 0.360 0111 98    NN
06230152+2832306  95.75640  28.54185 184.35791   6.96102 11.731 12.095 12.762 11.535 11.729 12.415 0.054 0.044 0.037 0.054 0.044 0.039 0.358 1.097 1.392 0.780 0000 98    NN
11022047-2549153 165.58534 -25.82088 274.20071  30.89437 11.731 12.100 12.778 11.401 11.800 12.459 0.074 0.043 0.040 0.098 0.067 0.064 0.082 1.086 1.537 0.960 0333 98    NN
12104423-4653177 182.68436 -46.88812 295.73746  15.41428 11.731 11.930 12.551 11.650 11.697 12.332 0.061 0.041 0.031 0.065 0.042 0.034 0.102 0.991 1.281 0.960 0000 98    NN
03443154+3912262  56.13144  39.20734 155.86923 -12.34956 11.732 12.012 12.692 11.529 11.909 12.456 0.078 0.053 0.041 0.076 0.063 0.046 0.266 1.185 1.439 0.800 0313 98    NN
04074230+3019495  61.92627  30.33041 165.60570 -15.84429 11.732 11.946 12.622 11.676 11.862 12.512 0.039 0.037 0.030 0.043 0.043 0.036 0.682 0.964 1.207 0.600 0000 98    NN
04214216+3607553  65.42578  36.13198 163.51740  -9.67455 11.732 12.061 12.734 11.408 12.015 12.590 0.067 0.061 0.047 0.091 0.120 0.089 0.553 1.017 1.492 0.880 0000 98    NN
06153819+3003505  93.90922  30.06409 182.25011   6.23468 11.732 11.890 12.678 11.480 11.715 12.595 0.071 0.054 0.048 0.076 0.067 0.071 0.594 1.100 1.451 0.520 0333 98    NN
09564480-4524041 149.18669 -45.40117 273.66815   7.31387 11.732 12.068 12.727 11.714 11.864 12.577 0.096 0.067 0.061 0.107 0.070 0.071 0.275 1.196 1.404 0.660 0333 98    NN
15225330-5004338 230.72214 -50.07603 326.25613   5.81037 11.732 11.925 12.598 11.695 11.789 12.562 0.098 0.079 0.080 0.113 0.088 0.105 0.565 1.068 1.292 0.820 0222 98    NN
16412976-6918366 250.37399 -69.31025 320.89728 -14.93329 11.732 11.932 12.665 11.678 11.866 12.574 0.059 0.043 0.036 0.061 0.048 0.045 0.110 1.241 1.477 0.300 0333 98    NN
22211891-1217110 335.32877 -12.28640  48.33032 -51.87363 11.732 12.005 12.715 11.282 11.465 12.373 0.097 0.068 0.048 0.111 0.079 0.070 0.043 1.217 1.604 0.760 0111 98    NN
23585539-0333164 359.73080  -3.55455  92.63697 -63.29453 11.732 12.034 12.502 11.490 11.791 12.305 0.044 0.035 0.026 0.062 0.049 0.034 0.041 1.220 1.512 0.438 Z111 98    NN
08414661-5452065 130.44414 -54.86856 271.94736  -7.80283 11.733 12.169 12.846 11.553 12.143 12.810 0.095 0.080 0.066 0.093 0.104 0.090 0.292 1.173 1.416 0.780 0511 98    NN
11371857-5151082 174.32744 -51.85223 291.45499   9.36001 11.733 12.093 12.825 11.625 11.994 12.795 0.068 0.061 0.047 0.068 0.070 0.060 0.196 1.072 1.318 0.600 0333 98    NN
14504088-5313045 222.67020 -53.21787 320.33472   5.57674 11.733 11.961 12.640 11.648 11.851 12.568 0.068 0.065 0.063 0.073 0.079 0.081 0.808 0.944 1.202 0.740 0222 98    NN
15232241-3309335 230.84343 -33.15931 336.12079  19.74487 11.733 12.085 12.806 11.408 11.800 12.298 0.086 0.074 0.066 0.100 0.102 0.079 0.571 1.097 1.491 0.940 0313 98    NN
03244836+1951555  51.20152  19.86547 165.33917 -30.10250 11.734 12.092 12.867 11.628 11.956 12.793 0.060 0.045 0.034 0.060 0.051 0.043 0.176 1.340 1.543 0.240 0000 98    NN
03523808+3954179  58.15862  39.90497 156.65092 -10.81889 11.734 11.996 12.712 11.572 11.696 12.457 0.048 0.042 0.036 0.050 0.051 0.042 0.666 1.173 1.434 0.300 0333 98    NN
07275061-3614555 111.96081 -36.24884 249.20712  -8.97988 11.734 11.999 12.802 11.618 11.759 12.565 0.100 0.068 0.063 0.105 0.071 0.071 0.442 1.140 1.385 0.560 0333 98    NN
14000821-4103530 210.03429 -41.06468 316.63458  19.97198 11.734 12.033 12.723 11.452 11.844 12.309 0.067 0.043 0.035 0.085 0.065 0.047 0.078 1.037 1.478 0.660 0333 98    NN
17165956-2338068 259.24820 -23.63533   0.95177   8.26523 11.734 11.856 12.607 11.684 11.703 12.561 0.081 0.065 0.077 0.088 0.070 0.099 0.771 0.908 1.168 0.780 0333 98    NN
20180163+7035042 304.50656  70.58453 103.89198  18.71868 11.734 11.901 12.688 11.639 11.601 12.373 0.074 0.052 0.045 0.078 0.049 0.047 0.388 1.090 1.350 0.760 0000 98    NN
04263764+3600482  66.65677  36.01335 164.30183  -9.03818 11.735 11.944 12.661 11.634 11.558 12.448 0.059 0.042 0.044 0.097 0.058 0.077 0.951 0.959 1.435 0.820 0000 98    NN
18530516-1750509 283.27148 -17.84744  17.11522  -8.38601 11.735 11.964 12.684 11.418 11.728 12.419 0.117 0.087 0.100 0.118 0.105 0.125 0.270 1.149 1.471 0.920 0000 98    NN
03360720+3239475  54.03014  32.66321 158.70107 -18.53588 11.736 12.118 12.807 11.613 12.004 12.606 0.052 0.049 0.041 0.054 0.059 0.049 0.569 1.068 1.338 0.800 0000 98    NN
17414588-0359581 265.44122  -3.99948  21.16689  13.53048 11.736 11.887 12.659 11.594 11.673 12.385 0.091 0.062 0.057 0.093 0.066 0.061 0.546 1.173 1.412 0.560 0333 98    NN
17484228-0310584 267.17627  -3.18285  22.75942  12.40928 11.736 11.972 12.497 11.630 11.829 12.324 0.076 0.045 0.045 0.081 0.052 0.052 0.693 1.017 1.278 0.860 0333 98    NN
19581342+7758344 299.55585  77.97615 110.40095  23.12365 11.736 11.943 12.676 11.616 11.727 12.552 0.070 0.039 0.034 0.070 0.039 0.040 0.135 1.155 1.398 0.540 0000 98    NN
22343357+5122187 338.63983  51.37185 102.26409  -5.92259 11.736 12.029 12.708 11.655 11.959 12.540 0.053 0.043 0.035 0.055 0.050 0.043 0.216 1.093 1.359 0.380 0003 98    NN
04050782+6623546  61.28243  66.39845 140.66342  10.44987 11.737 11.865 12.475 11.643 11.643 12.277 0.055 0.042 0.039 0.061 0.046 0.046 0.986 0.987 1.281 0.760 0000 98    NN
04212045+3606443  65.33523  36.11237 163.47989  -9.74064 11.737 11.929 12.650 11.456 11.794 12.453 0.078 0.064 0.052 0.078 0.081 0.067 0.531 1.241 1.536 0.560 0000 98    NN
04322641+3552103  68.11004  35.86951 165.21794  -8.27344 11.738 12.023 12.805 11.577 11.876 12.647 0.058 0.040 0.039 0.061 0.048 0.050 0.604 1.061 1.365 0.720 0000 98    NN
04505301-6238547  72.72076 -62.64843 272.82681 -37.61230 11.738 12.040 12.678 11.471 11.783 12.565 0.071 0.040 0.031 0.079 0.062 0.046 0.036 1.146 1.521 0.760 0000 98    NN
04561229+5406288  74.05130  54.10808 154.08423   6.77549 11.738 12.048 12.794 11.688 12.006 12.659 0.051 0.038 0.037 0.057 0.048 0.045 0.593 1.083 1.348 0.680 0000 98    NN
09122205-3815211 138.09196 -38.25584 262.68042   6.94057 11.738 11.946 12.687 11.658 11.489 12.313 0.068 0.042 0.042 0.074 0.036 0.041 0.298 0.968 1.249 0.820 0111 98    NN
13092330-5213213 197.34705 -52.22259 305.72650  10.55174 11.738 11.932 12.919 11.430 11.334 12.515 0.109 0.084 0.085 0.108 0.071 0.094 0.387 1.521 1.802 0.140 0555 98    NN
14522758-5240478 223.11475 -52.67997 320.81747   5.93781 11.738 12.093 12.883 11.674 12.017 12.779 0.077 0.071 0.078 0.084 0.086 0.098 0.618 1.215 1.446 0.260 0000 98    NN
04071967+2936163  61.83191  29.60445 166.07344 -16.42032 11.739 12.018 12.884 11.629 11.861 12.538 0.066 0.059 0.057 0.076 0.070 0.062 0.700 1.393 1.654 0.200 0000 98    NN
04352255+2007372  68.84402  20.12702 177.89218 -18.09320 11.739 12.157 12.932 11.611 12.049 12.836 0.062 0.049 0.044 0.064 0.060 0.058 0.582 1.146 1.393 0.560 0333 98    NN
08145018-2246150 123.70918 -22.77081 242.76302   6.63753 11.739 12.149 12.967 11.615 12.089 12.876 0.077 0.060 0.050 0.075 0.071 0.062 0.131 1.196 1.424 0.340 0333 98    NN
19393983+0543353 294.91580   5.72666  43.61543  -8.01690 11.739 11.832 12.475 11.547 11.372 11.996 0.081 0.052 0.049 0.077 0.044 0.042 0.318 1.041 1.300 0.520 0144 98    NN
